,Y,Y_RF,sig_1,pos_1,bal_1,sig_2,pos_2,bal_2,sig_3,pos_3,bal_3,Y_close,PL1,PL2,PL3
141,947.69,967.9269216907927,1.0,1.0,1044960.0,1.0,1.0,1062970.0,-1.0,-1.0,1075595.0,956.65,4480.0,4480.0,2070.0
142,962.0,955.7956466189688,-1.0,-1.0,1053925.0,-1.0,-1.0,1071935.0,-1.0,-1.0,1069305.0,944.07,8965.0,8965.0,-6290.0
143,949.21,950.8112875382519,1.0,1.0,1054820.0,1.0,1.0,1072830.0,-1.0,-1.0,1072770.0,951.0,895.0,895.0,3465.0
144,949.43,948.7363064795288,-1.0,-1.0,1055715.0,-1.0,-1.0,1073725.0,-1.0,-1.0,1071090.0,947.64,895.0,895.0,-1680.0
145,947.64,950.4518074218727,1.0,1.0,1051525.0,1.0,1.0,1069535.0,-1.0,-1.0,1066900.0,939.26,-4190.0,-4190.0,-4190.0
146,943.98,944.398169213831,1.0,1.0,1052430.0,1.0,0.0,1069535.0,-1.0,-1.0,1070165.0,945.79,905.0,0.0,3265.0
147,945.7,945.659460181502,-1.0,-1.0,1052680.0,-1.0,-1.0,1069785.0,-1.0,-1.0,1069870.0,945.2,250.0,250.0,-295.0
148,944.6,943.6869998335229,-1.0,-1.0,1054970.0,-1.0,0.0,1069785.0,-1.0,-1.0,1067280.0,940.02,2290.0,0.0,-2590.0
149,940.1,946.0131032341228,1.0,1.0,1055165.0,1.0,1.0,1069980.0,-1.0,-1.0,1067515.0,940.49,195.0,195.0,235.0
150,941.99,941.7950518526387,-1.0,-1.0,1065410.0,-1.0,-1.0,1080225.0,-1.0,-1.0,1058020.0,921.5,10245.0,10245.0,-9495.0
151,919.46,939.949946356311,1.0,1.0,1070665.0,1.0,1.0,1085480.0,-1.0,-1.0,1062255.0,929.97,5255.0,5255.0,4235.0
152,937.1,926.3790642031967,-1.0,-1.0,1070460.0,-1.0,-1.0,1085275.0,-1.0,-1.0,1066025.0,937.51,-205.0,-205.0,3770.0
153,941.0,932.0506632202698,-1.0,-1.0,1072430.0,-1.0,0.0,1085275.0,-1.0,-1.0,1065800.0,937.06,1970.0,0.0,-225.0
154,942.5,941.7897537380287,-1.0,-1.0,1072190.0,-1.0,0.0,1085275.0,-1.0,-1.0,1068760.0,942.98,-240.0,0.0,2960.0
155,942.0,941.16711021871,-1.0,-1.0,1079190.0,-1.0,0.0,1085275.0,-1.0,-1.0,1061270.0,928.0,7000.0,0.0,-7490.0
156,928.31,943.8890476670564,1.0,1.0,1077760.0,1.0,1.0,1083845.0,-1.0,-1.0,1059995.0,925.45,-1430.0,-1430.0,-1275.0
157,925.78,927.1364098649243,1.0,1.0,1076120.0,1.0,0.0,1083845.0,-1.0,-1.0,1058520.0,922.5,-1640.0,0.0,-1475.0
158,926.39,926.1484998519636,-1.0,-1.0,1068715.0,-1.0,-1.0,1076440.0,-1.0,-1.0,1067870.0,941.2,-7405.0,-7405.0,9350.0
159,941.31,925.5712920558296,-1.0,-1.0,1068435.0,-1.0,0.0,1076440.0,-1.0,-1.0,1068205.0,941.87,-280.0,0.0,335.0
160,944.21,942.5576549305333,-1.0,-1.0,1072035.0,-1.0,0.0,1076440.0,-1.0,-1.0,1065775.0,937.01,3600.0,0.0,-2430.0
161,940.69,942.7283811814586,1.0,1.0,1067040.0,1.0,1.0,1071445.0,-1.0,-1.0,1062620.0,930.7,-4995.0,-4995.0,-3155.0
162,930.34,936.7711942337959,1.0,1.0,1063420.0,1.0,0.0,1071445.0,-1.0,-1.0,1058820.0,923.1,-3620.0,0.0,-3800.0
163,917.2,930.9541211805459,1.0,1.0,1072770.0,1.0,0.0,1071445.0,-1.0,-1.0,1065220.0,935.9,9350.0,0.0,6400.0
164,938.0,930.2120791746487,-1.0,-1.0,1069955.0,-1.0,-1.0,1068630.0,-1.0,-1.0,1069085.0,943.63,-2815.0,-2815.0,3865.0
165,946.0,937.5875485327,-1.0,-1.0,1065305.0,-1.0,0.0,1068630.0,-1.0,-1.0,1074920.0,955.3,-4650.0,0.0,5835.0
166,958.15,944.7095961884153,-1.0,-1.0,1067995.0,-1.0,0.0,1068630.0,-1.0,-1.0,1073655.0,952.77,2690.0,0.0,-1265.0
167,953.95,955.0636310531759,1.0,1.0,1062645.0,1.0,1.0,1063280.0,-1.0,-1.0,1068895.0,943.25,-5350.0,-5350.0,-4760.0
168,942.0,953.3486620354057,1.0,1.0,1062200.0,1.0,0.0,1063280.0,-1.0,-1.0,1067825.0,941.11,-445.0,0.0,-1070.0
169,945.64,945.478469823194,-1.0,-1.0,1060250.0,-1.0,-1.0,1061330.0,-1.0,-1.0,1072040.0,949.54,-1950.0,-1950.0,4215.0
170,949.49,941.7982590480472,-1.0,-1.0,1063995.0,-1.0,0.0,1061330.0,-1.0,-1.0,1068270.0,942.0,3745.0,0.0,-3770.0
171,945.36,948.4683656316626,1.0,1.0,1062930.0,1.0,1.0,1060265.0,-1.0,-1.0,1068885.0,943.23,-1065.0,-1065.0,615.0
172,946.19,945.9087868897728,-1.0,-1.0,1062700.0,-1.0,-1.0,1060035.0,-1.0,-1.0,1070595.0,946.65,-230.0,-230.0,1710.0
173,945.89,947.4462441887912,1.0,1.0,1065005.0,1.0,1.0,1062340.0,-1.0,-1.0,1072520.0,950.5,2305.0,2305.0,1925.0
174,950.0,947.5727374788777,-1.0,-1.0,1071505.0,-1.0,-1.0,1068840.0,-1.0,-1.0,1065770.0,937.0,6500.0,6500.0,-6750.0
175,942.0,947.5598294259053,1.0,1.0,1068350.0,1.0,1.0,1065685.0,-1.0,-1.0,1065115.0,935.69,-3155.0,-3155.0,-655.0
176,937.1,937.1165985236372,1.0,1.0,1064455.0,1.0,0.0,1065685.0,-1.0,-1.0,1061925.0,929.31,-3895.0,0.0,-3190.0
177,931.5,936.2040494473127,1.0,1.0,1067135.0,1.0,0.0,1065685.0,-1.0,-1.0,1065700.0,936.86,2680.0,0.0,3775.0
178,939.79,933.0664402290254,-1.0,-1.0,1064025.0,-1.0,-1.0,1062575.0,-1.0,-1.0,1070275.0,946.01,-3110.0,-3110.0,4575.0
179,947.99,938.0011918015081,-1.0,-1.0,1065385.0,-1.0,0.0,1062575.0,-1.0,-1.0,1069905.0,945.27,1360.0,0.0,-370.0
180,943.75,942.5364814282344,-1.0,-1.0,1065260.0,-1.0,0.0,1062575.0,-1.0,-1.0,1069270.0,944.0,-125.0,0.0,-635.0
181,940.0,943.8707603456965,1.0,1.0,1062160.0,1.0,1.0,1059475.0,-1.0,-1.0,1064170.0,933.8,-3100.0,-3100.0,-5100.0
182,936.22,945.0027781381058,1.0,1.0,1062550.0,1.0,0.0,1059475.0,-1.0,-1.0,1065770.0,937.0,390.0,0.0,1600.0
183,941.89,934.2612989690596,-1.0,-1.0,1053495.0,-1.0,-1.0,1050420.0,-1.0,-1.0,1077270.0,960.0,-9055.0,-9055.0,11500.0
184,960.9,940.9294088295136,-1.0,-1.0,1051540.0,-1.0,0.0,1050420.0,-1.0,-1.0,1079675.0,964.81,-1955.0,0.0,2405.0
185,968.8,961.8670931942537,-1.0,-1.0,1048940.0,-1.0,0.0,1050420.0,-1.0,-1.0,1084270.0,974.0,-2600.0,0.0,4595.0
186,976.0,965.9352513844188,-1.0,-1.0,1053205.0,-1.0,0.0,1050420.0,-1.0,-1.0,1081005.0,967.47,4265.0,0.0,-3265.0
187,967.71,972.5421899182531,1.0,1.0,1055425.0,1.0,1.0,1052640.0,-1.0,-1.0,1083345.0,972.15,2220.0,2220.0,2340.0
188,971.76,974.3204251746976,1.0,1.0,1053430.0,1.0,0.0,1052640.0,-1.0,-1.0,1081155.0,967.77,-1995.0,0.0,-2190.0
189,968.68,971.3592691118507,1.0,1.0,1061495.0,1.0,0.0,1052640.0,-1.0,-1.0,1089675.0,984.81,8065.0,0.0,8520.0
190,987.3,974.2338878741597,-1.0,-1.0,1058490.0,-1.0,-1.0,1049635.0,-1.0,-1.0,1093925.0,993.31,-3005.0,-3005.0,4250.0
191,993.95,986.6198006035713,-1.0,-1.0,1059305.0,-1.0,0.0,1049635.0,-1.0,-1.0,1093430.0,992.32,815.0,0.0,-495.0
192,992.53,991.1670447713595,-1.0,-1.0,1061670.0,-1.0,0.0,1049635.0,-1.0,-1.0,1091170.0,987.8,2365.0,0.0,-2260.0
193,989.07,993.3264032202172,1.0,1.0,1069880.0,1.0,1.0,1057845.0,-1.0,-1.0,1100015.0,1005.49,8210.0,8210.0,8845.0
194,1005.65,991.8643301964838,-1.0,-1.0,1069560.0,-1.0,-1.0,1057525.0,-1.0,-1.0,1100415.0,1006.29,-320.0,-320.0,400.0
195,1009.84,1007.3621435857144,-1.0,-1.0,1069625.0,-1.0,0.0,1057525.0,-1.0,-1.0,1102125.0,1009.71,65.0,0.0,1710.0
196,1010.0,1009.5993468720959,-1.0,-1.0,1070310.0,-1.0,0.0,1057525.0,-1.0,-1.0,1101585.0,1008.63,685.0,0.0,-540.0
197,1007.02,1010.8812782763288,1.0,1.0,1071820.0,1.0,1.0,1059035.0,-1.0,-1.0,1102290.0,1010.04,1510.0,1510.0,705.0
198,1012.5,1010.6989695687047,-1.0,-1.0,1071895.0,-1.0,-1.0,1059110.0,-1.0,-1.0,1103445.0,1012.35,75.0,75.0,1155.0
199,1009.4,1011.3978846498268,1.0,1.0,1068115.0,1.0,1.0,1055330.0,-1.0,-1.0,1098190.0,1001.84,-3780.0,-3780.0,-5255.0
200,1004.5,1013.2273175667948,1.0,1.0,1068490.0,1.0,0.0,1055330.0,-1.0,-1.0,1099895.0,1005.25,375.0,0.0,1705.0
201,1006.04,1006.3195570850895,1.0,1.0,1058960.0,1.0,0.0,1055330.0,-1.0,-1.0,1090760.0,986.98,-9530.0,0.0,-9135.0
202,988.0,1006.4604944876967,1.0,1.0,1059205.0,1.0,0.0,1055330.0,-1.0,-1.0,1091515.0,988.49,245.0,0.0,755.0
203,986.8,986.8417772627226,1.0,1.0,1062800.0,1.0,0.0,1055330.0,-1.0,-1.0,1094265.0,993.99,3595.0,0.0,2750.0
204,995.0,989.4545650086257,-1.0,-1.0,1050800.0,-1.0,-1.0,1043330.0,-1.0,-1.0,1106770.0,1019.0,-12000.0,-12000.0,12505.0
205,1018.0,995.2586050648638,-1.0,-1.0,1042250.0,-1.0,0.0,1043330.0,-1.0,-1.0,1114820.0,1035.1,-8550.0,0.0,8050.0
206,1032.65,1021.8394339219008,-1.0,-1.0,1043060.0,-1.0,0.0,1043330.0,-1.0,-1.0,1112785.0,1031.03,810.0,0.0,-2035.0
207,1034.0,1036.95122543686,1.0,1.0,1042460.0,1.0,1.0,1042730.0,-1.0,-1.0,1113670.0,1032.8,-600.0,-600.0,885.0
208,1037.34,1031.7323568929903,-1.0,-1.0,1041440.0,-1.0,-1.0,1041710.0,-1.0,-1.0,1116960.0,1039.38,-1020.0,-1020.0,3290.0
209,1040.0,1037.1953217373896,-1.0,-1.0,1039470.0,-1.0,0.0,1041710.0,-1.0,-1.0,1119240.0,1043.94,-1970.0,0.0,2280.0
210,1045.0,1041.5087147456372,-1.0,-1.0,1038020.0,-1.0,0.0,1041710.0,-1.0,-1.0,1121220.0,1047.9,-1450.0,0.0,1980.0
211,1049.55,1045.0352850549527,-1.0,-1.0,1041045.0,-1.0,0.0,1041710.0,-1.0,-1.0,1119020.0,1043.5,3025.0,0.0,-2200.0
212,1044.52,1047.0621741359382,1.0,1.0,1045210.0,1.0,1.0,1045875.0,-1.0,-1.0,1123695.0,1052.85,4165.0,4165.0,4675.0
213,1052.25,1048.3350061154747,-1.0,-1.0,1042190.0,-1.0,-1.0,1042855.0,-1.0,-1.0,1126415.0,1058.29,-3020.0,-3020.0,2720.0
214,1053.36,1053.0480082239771,-1.0,-1.0,1044960.0,-1.0,0.0,1042855.0,-1.0,-1.0,1121180.0,1047.82,2770.0,0.0,-5235.0
215,1045.0,1059.593132520344,1.0,1.0,1044455.0,1.0,1.0,1042350.0,-1.0,-1.0,1119265.0,1043.99,-505.0,-505.0,-1915.0
216,1042.96,1046.025472510822,1.0,1.0,1042820.0,1.0,0.0,1042350.0,-1.0,-1.0,1117115.0,1039.69,-1635.0,0.0,-2150.0
217,1040.75,1044.8583409846435,1.0,1.0,1043265.0,1.0,0.0,1042350.0,-1.0,-1.0,1118090.0,1041.64,445.0,0.0,975.0
218,1034.0,1040.3476764200045,1.0,1.0,1045215.0,1.0,0.0,1042350.0,-1.0,-1.0,1116220.0,1037.9,1950.0,0.0,-1870.0
219,1043.25,1042.4887768174844,-1.0,-1.0,1042855.0,-1.0,-1.0,1039990.0,-1.0,-1.0,1121255.0,1047.97,-2360.0,-2360.0,5035.0
220,1050.2,1040.1380837319693,-1.0,-1.0,1050850.0,-1.0,0.0,1039990.0,-1.0,-1.0,1114375.0,1034.21,7995.0,0.0,-6880.0
221,1035.65,1048.496820852045,1.0,1.0,1050355.0,1.0,1.0,1039495.0,-1.0,-1.0,1114600.0,1034.66,-495.0,-495.0,225.0
222,1038.82,1040.1340778872257,1.0,1.0,1055570.0,1.0,0.0,1039495.0,-1.0,-1.0,1121895.0,1049.25,5215.0,0.0,7295.0
223,1052.3,1038.0527684335561,-1.0,-1.0,1055760.0,-1.0,-1.0,1039685.0,-1.0,-1.0,1123230.0,1051.92,190.0,190.0,1335.0
224,1054.25,1050.6317266330213,-1.0,-1.0,1055385.0,-1.0,0.0,1039685.0,-1.0,-1.0,1124770.0,1055.0,-375.0,0.0,1540.0
225,1059.49,1054.5742107214207,-1.0,-1.0,1049125.0,-1.0,0.0,1039685.0,-1.0,-1.0,1133275.0,1072.01,-6260.0,0.0,8505.0
226,1074.69,1058.6139783430826,-1.0,-1.0,1055525.0,-1.0,0.0,1039685.0,-1.0,-1.0,1128215.0,1061.89,6400.0,0.0,-5060.0
227,1063.0,1065.427195648906,1.0,1.0,1042655.0,1.0,1.0,1026815.0,-1.0,-1.0,1115900.0,1037.26,-12870.0,-12870.0,-12315.0
228,1043.79,1062.2305020989716,1.0,1.0,1038845.0,1.0,0.0,1026815.0,-1.0,-1.0,1115355.0,1036.17,-3810.0,0.0,-545.0
229,1028.31,1036.6440850544934,1.0,1.0,1037190.0,1.0,0.0,1026815.0,-1.0,-1.0,1109770.0,1025.0,-1655.0,0.0,-5585.0
230,1028.31,1036.9900486657914,1.0,1.0,1029035.0,1.0,0.0,1026815.0,-1.0,-1.0,1103270.0,1012.0,-8155.0,0.0,-6500.0
231,1005.0,1025.1260937950437,1.0,1.0,1036785.0,1.0,0.0,1026815.0,-1.0,-1.0,1107520.0,1020.5,7750.0,0.0,4250.0
232,1017.42,1016.8731392864456,-1.0,-1.0,1027655.0,-1.0,-1.0,1017685.0,-1.0,-1.0,1115110.0,1035.68,-9130.0,-9130.0,7590.0
233,1035.83,1026.056735823578,-1.0,-1.0,1023035.0,-1.0,0.0,1017685.0,-1.0,-1.0,1119805.0,1045.07,-4620.0,0.0,4695.0
234,1049.48,1037.325400466377,-1.0,-1.0,1023720.0,-1.0,0.0,1017685.0,-1.0,-1.0,1121325.0,1048.11,685.0,0.0,1520.0
235,1053.66,1046.4029511456163,-1.0,-1.0,1024565.0,-1.0,0.0,1017685.0,-1.0,-1.0,1123255.0,1051.97,845.0,0.0,1930.0
236,1053.99,1053.6288105413157,-1.0,-1.0,1027555.0,-1.0,0.0,1017685.0,-1.0,-1.0,1121275.0,1048.01,2990.0,0.0,-1980.0
237,1050.95,1051.4086960384288,1.0,1.0,1027775.0,1.0,1.0,1017905.0,-1.0,-1.0,1122965.0,1051.39,220.0,220.0,1690.0
238,1053.38,1052.1396106647335,-1.0,-1.0,1026965.0,-1.0,-1.0,1017095.0,-1.0,-1.0,1124770.0,1055.0,-810.0,-810.0,1805.0
239,1051.39,1052.611383053071,1.0,1.0,1036770.0,1.0,1.0,1026900.0,-1.0,-1.0,1132770.0,1071.0,9805.0,9805.0,8000.0
240,1077.0,1060.907626640352,-1.0,-1.0,1032725.0,-1.0,-1.0,1022855.0,-1.0,-1.0,1139815.0,1085.09,-4045.0,-4045.0,7045.0
241,1085.35,1072.7700185736674,-1.0,-1.0,1036900.0,-1.0,0.0,1022855.0,-1.0,-1.0,1135770.0,1077.0,4175.0,0.0,-4045.0
242,1081.0,1082.3236176632734,1.0,1.0,1033180.0,1.0,1.0,1019135.0,-1.0,-1.0,1134050.0,1073.56,-3720.0,-3720.0,-1720.0
243,1074.98,1077.583314295545,1.0,1.0,1031115.0,1.0,0.0,1019135.0,-1.0,-1.0,1132695.0,1070.85,-2065.0,0.0,-1355.0
244,1070.51,1074.2485464831861,1.0,1.0,1030290.0,1.0,0.0,1019135.0,-1.0,-1.0,1131700.0,1068.86,-825.0,0.0,-995.0
245,1067.39,1071.889377977912,1.0,1.0,1029520.0,1.0,0.0,1019135.0,-1.0,-1.0,1130195.0,1065.85,-770.0,0.0,-1505.0
246,1066.45,1069.9936337928489,1.0,1.0,1026395.0,1.0,0.0,1019135.0,-1.0,-1.0,1127370.0,1060.2,-3125.0,0.0,-2825.0
247,1062.0,1065.181301864068,1.0,1.0,1022960.0,1.0,0.0,1019135.0,-1.0,-1.0,1124835.0,1055.13,-3435.0,0.0,-2535.0
248,1057.33,1061.0212366352157,1.0,1.0,1020760.0,1.0,0.0,1019135.0,-1.0,-1.0,1123735.0,1052.93,-2200.0,0.0,-1100.0
249,1054.0,1055.8975305394918,1.0,1.0,1030760.0,1.0,0.0,1019135.0,-1.0,-1.0,1134270.0,1074.0,10000.0,0.0,10535.0
250,1073.53,1055.365306865105,-1.0,-1.0,1021150.0,-1.0,-1.0,1009525.0,-1.0,-1.0,1143645.0,1092.75,-9610.0,-9610.0,9375.0
251,1095.72,1075.8723379231822,-1.0,-1.0,1021130.0,-1.0,0.0,1009525.0,-1.0,-1.0,1145150.0,1095.76,-20.0,0.0,1505.0
252,1101.0,1094.6126024397977,-1.0,-1.0,1016705.0,-1.0,0.0,1009525.0,-1.0,-1.0,1152195.0,1109.85,-4425.0,0.0,7045.0
253,1111.0,1099.4159450239592,-1.0,-1.0,1015255.0,-1.0,0.0,1009525.0,-1.0,-1.0,1154220.0,1113.9,-1450.0,0.0,2025.0
254,1114.98,1111.4266802978577,-1.0,-1.0,1017090.0,-1.0,0.0,1009525.0,-1.0,-1.0,1152925.0,1111.31,1835.0,0.0,-1295.0
255,1108.37,1113.646645399247,1.0,1.0,1017975.0,1.0,1.0,1010410.0,-1.0,-1.0,1152340.0,1110.14,885.0,885.0,-585.0
256,1112.59,1112.4325743674626,-1.0,-1.0,1018100.0,-1.0,-1.0,1010535.0,-1.0,-1.0,1153440.0,1112.34,125.0,125.0,1100.0
257,1118.87,1111.1258918185626,-1.0,-1.0,1011950.0,-1.0,0.0,1010535.0,-1.0,-1.0,1162855.0,1131.17,-6150.0,0.0,9415.0
258,1141.58,1115.0457397168814,-1.0,-1.0,1018795.0,-1.0,0.0,1010535.0,-1.0,-1.0,1161215.0,1127.89,6845.0,0.0,-1640.0
259,1135.81,1132.5574279076766,-1.0,-1.0,1017305.0,-1.0,0.0,1010535.0,-1.0,-1.0,1166665.0,1138.79,-1490.0,0.0,5450.0
260,1140.0,1134.0844392209956,-1.0,-1.0,1019225.0,-1.0,0.0,1010535.0,-1.0,-1.0,1165350.0,1136.16,1920.0,0.0,-1315.0
261,1138.42,1140.424517120789,1.0,1.0,1021765.0,1.0,1.0,1013075.0,-1.0,-1.0,1169020.0,1143.5,2540.0,2540.0,3670.0
262,1141.67,1137.3437052787472,-1.0,-1.0,1008600.0,-1.0,-1.0,999910.0,-1.0,-1.0,1181270.0,1168.0,-13165.0,-13165.0,12250.0
263,1166.78,1145.2733656819341,-1.0,-1.0,1004165.0,-1.0,0.0,999910.0,-1.0,-1.0,1185095.0,1175.65,-4435.0,0.0,3825.0
264,1179.0,1170.4256926922285,-1.0,-1.0,1008640.0,-1.0,0.0,999910.0,-1.0,-1.0,1182295.0,1170.05,4475.0,0.0,-2800.0
265,1176.79,1176.8774016803372,1.0,1.0,1010995.0,1.0,1.0,1002265.0,-1.0,-1.0,1188020.0,1181.5,2355.0,2355.0,5725.0
266,1184.6,1174.9754204984347,-1.0,-1.0,1008295.0,-1.0,-1.0,999565.0,-1.0,-1.0,1192270.0,1190.0,-2700.0,-2700.0,4250.0
267,1185.38,1183.4154934515054,-1.0,-1.0,1006985.0,-1.0,0.0,999565.0,-1.0,-1.0,1191270.0,1188.0,-1310.0,0.0,-1000.0
268,1183.34,1184.621607908995,1.0,1.0,1004520.0,1.0,1.0,997100.0,-1.0,-1.0,1186475.0,1178.41,-2465.0,-2465.0,-4795.0
269,1182.0,1187.2882308941898,1.0,1.0,1007520.0,1.0,0.0,997100.0,-1.0,-1.0,1191270.0,1188.0,3000.0,0.0,4795.0
270,1185.0,1180.7247483248575,-1.0,-1.0,1022970.0,-1.0,-1.0,1012550.0,-1.0,-1.0,1174320.0,1154.1,15450.0,15450.0,-16950.0
271,1139.0,1182.2596988204996,1.0,1.0,1011845.0,1.0,1.0,1001425.0,-1.0,-1.0,1155645.0,1116.75,-11125.0,-11125.0,-18675.0
272,1111.55,1143.6880141023876,1.0,1.0,984570.0,1.0,0.0,1001425.0,-1.0,-1.0,1125770.0,1057.0,-27275.0,0.0,-29875.0
273,1058.0,1115.7436217555114,1.0,1.0,996070.0,1.0,0.0,1001425.0,-1.0,-1.0,1137770.0,1081.0,11500.0,0.0,12000.0
274,1078.0,1069.671424851575,-1.0,-1.0,1010870.0,-1.0,-1.0,1016225.0,-1.0,-1.0,1121470.0,1048.4,14800.0,14800.0,-16300.0
275,1054.07,1066.57027104925,1.0,1.0,990035.0,1.0,1.0,995390.0,-1.0,-1.0,1103470.0,1012.4,-20835.0,-20835.0,-18000.0
276,1016.78,1047.2430565634818,1.0,1.0,1004695.0,1.0,0.0,995390.0,-1.0,-1.0,1120320.0,1046.1,14660.0,0.0,16850.0
277,1059.54,1020.8568837314774,-1.0,-1.0,1007735.0,-1.0,-1.0,998430.0,-1.0,-1.0,1124000.0,1053.46,3040.0,3040.0,3680.0
278,1050.65,1046.4081912916445,-1.0,-1.0,1005990.0,-1.0,0.0,998430.0,-1.0,-1.0,1124340.0,1054.14,-1745.0,0.0,340.0
